Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000548
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:19:45;06:17:19;20.07.2019;Y;09;43 39.89260 N;005 34.06305 E;10.200;18.8;353.96;1482.9;28.125;22.250;53.642;857.729;8.7;66673
$;00:19:47;06:17:21;20.07.2019;Y;09;43 39.89922 N;005 34.06306 E;12.700;23.5;357.78;1490.0;28.0;22.250;28.526;857.479;8.7;66673
$;00:19:49;06:17:23;20.07.2019;Y;09;43 39.90519 N;005 34.06209 E;10.001;18.5;355.22;1496.5;28.0;22.250;28.740;856.789;8.7;66673
$;00:19:51;06:17:25;20.07.2019;Y;09;43 39.90994 N;005 34.06139 E;7.334;13.5;354.80;1503.7;28.125;22.375;28.351;856.200;8.7;66673
$;00:19:53;06:17:27;20.07.2019;Y;09;43 39.91414 N;005 34.06160 E;7.557;13.9;2.73;1510.7;28.125;22.125;39.871;854.770;8.7;66673
$;00:19:55;06:17:29;20.07.2019;Y;09;43 39.91873 N;005 34.06228 E;8.416;15.5;3.18;1518.1;28.125;22.125;59.303;854.179;8.7;66673
$;00:19:57;06:17:31;20.07.2019;Y;09;43 39.92325 N;005 34.06222 E;7.976;14.7;356.92;1526.3;28.0;22.0;34.493;853.770;8.7;66673
$;00:19:59;06:17:33;20.07.2019;Y;09;43 39.92739 N;005 34.06148 E;8.150;15.0;355.01;1534.7;28.0;22.0;26.985;853.130;8.7;66673
$;00:20:01;06:17:35;20.07.2019;Y;09;43 39.93165 N;005 34.06133 E;8.584;15.8;358.25;1541.9;28.0;22.0;26.527;852.239;8.7;66673
$;00:20:03;06:17:37;20.07.2019;Y;09;43 39.93662 N;005 34.06096 E;8.992;16.6;358.95;1549.8;28.0;22.125;26.466;851.580;8.7;66673
$;00:20:05;06:17:39;20.07.2019;Y;09;43 39.94135 N;005 34.06070 E;7.782;14.4;358.77;1557.6;28.125;22.0;26.306;850.820;8.7;66673
$;00:20:07;06:17:41;20.07.2019;Y;09;43 39.94540 N;005 34.06062 E;6.346;11.7;359.18;1564.4;28.125;21.875;26.123;849.669;8.7;66673
$;00:20:09;06:17:43;20.07.2019;Y;09;43 39.94939 N;005 34.06089 E;7.641;14.1;0.41;1571.7;28.0;21.750;48.317;848.840;8.7;66673
$;00:20:11;06:17:45;20.07.2019;Y;09;43 39.95389 N;005 34.06078 E;8.138;15.0;354.61;1579.0;28.125;21.750;40.955;848.669;8.7;66673
$;00:20:13;06:17:47;20.07.2019;Y;09;43 39.95780 N;005 34.06011 E;6.902;12.7;352.08;1587.0;28.125;21.750;25.360;847.890;8.7;66673
$;00:20:15;06:17:49;20.07.2019;Y;09;43 39.96093 N;005 34.05931 E;5.681;10.5;352.23;1594.5;28.125;21.750;24.834;847.159;8.7;66673
$;00:20:17;06:17:51;20.07.2019;Y;09;43 39.96553 N;005 34.05932 E;9.420;17.4;359.44;1602.4;28.0;21.750;24.620;846.349;8.7;66673
$;00:20:19;06:17:53;20.07.2019;Y;09;43 39.97148 N;005 34.05868 E;10.692;19.8;354.42;1608.8;28.0;21.750;24.10;845.659;8.7;66673
$;00:20:21;06:17:55;20.07.2019;Y;09;43 39.97687 N;005 34.05718 E;8.374;15.5;349.11;1616.3;28.0;21.625;46.921;844.520;8.6;66673
$;00:20:23;06:17:57;20.07.2019;Y;09;43 39.98074 N;005 34.05650 E;6.740;12.4;352.33;1623.7;28.0;21.625;32.906;844.190;8.7;66673
$;00:20:25;06:17:59;20.07.2019;Y;09;43 39.98512 N;005 34.05598 E;9.751;18.0;355.98;1631.9;28.125;21.625;23.811;843.530;8.7;66673
$;00:20:27;06:18:01;20.07.2019;Y;09;43 39.99042 N;005 34.05429 E;10.215;18.9;347.94;1639.5;27.875;21.625;23.956;842.849;8.7;66673
$;00:20:29;06:18:03;20.07.2019;Y;09;43 39.99509 N;005 34.05183 E;7.378;13.6;341.96;1647.1;28.0;21.625;24.139;842.20;8.7;66673
$;00:20:31;06:18:05;20.07.2019;Y;08;43 39.99872 N;005 34.04963 E;6.987;12.9;337.54;1654.2;28.125;21.375;25.467;840.789;8.7;66673
$;00:20:33;06:18:07;20.07.2019;Y;09;43 40.00302 N;005 34.04733 E;9.897;18.3;335.76;1662.0;28.125;21.375;57.167;840.340;8.7;66673
$;00:20:35;06:18:09;20.07.2019;Y;09;43 40.00918 N;005 34.04347 E;14.042;26.0;338.27;1668.8;28.125;21.375;24.2;839.840;8.7;66673
$;00:20:37;06:18:11;20.07.2019;Y;09;43 40.01620 N;005 34.04023 E;12.522;23.1;343.52;1675.5;28.0;21.250;23.949;839.99;8.7;66673
$;00:20:39;06:18:13;20.07.2019;Y;09;43 40.02220 N;005 34.03879 E;9.443;17.4;352.10;1683.0;28.125;21.250;23.727;838.289;8.7;66673
$;00:20:41;06:18:15;20.07.2019;Y;09;43 40.02696 N;005 34.03725 E;8.666;16.0;345.86;1689.4;28.0;21.250;22.903;837.20;8.7;66673
$;00:20:43;06:18:17;20.07.2019;Y;09;43 40.03268 N;005 34.03394 E;12.430;23.0;337.23;1697.3;28.0;21.125;44.197;836.400;8.7;66673
$;00:20:45;06:18:19;20.07.2019;Y;09;43 40.03940 N;005 34.03069 E;12.850;23.7;340.98;1703.9;28.125;21.0;37.25;836.200;8.7;66673
$;00:20:47;06:18:21;20.07.2019;Y;09;43 40.04633 N;005 34.02927 E;13.237;24.5;352.89;1710.7;28.0;21.0;22.64;835.469;8.7;66673
$;00:20:49;06:18:23;20.07.2019;Y;09;43 40.05322 N;005 34.02840 E;12.535;23.2;353.69;1718.1;28.125;21.125;22.148;834.820;8.7;66673
$;00:20:51;06:18:25;20.07.2019;Y;09;43 40.06043 N;005 34.02602 E;13.741;25.4;346.58;1725.2;28.125;21.125;21.599;834.80;8.7;66673
$;00:20:53;06:18:27;20.07.2019;Y;09;43 40.06757 N;005 34.02374 E;11.860;21.9;348.68;1732.6;28.125;21.0;20.515;833.219;8.7;66673
$;00:20:55;06:18:29;20.07.2019;Y;09;43 40.07411 N;005 34.02350 E;10.634;19.6;357.18;1739.9;28.125;21.0;33.394;832.299;8.7;66673
$;00:20:57;06:18:31;20.07.2019;Y;09;43 40.07993 N;005 34.02361 E;10.561;19.5;357.22;1748.3;28.125;20.875;50.140;831.739;8.7;66673
$;00:20:59;06:18:33;20.07.2019;Y;09;43 40.08633 N;005 34.02186 E;13.545;25.0;346.33;1755.3;28.125;21.0;29.99;831.229;8.7;66673
$;00:21:01;06:18:35;20.07.2019;Y;09;43 40.09390 N;005 34.01917 E;15.177;28.1;348.35;1762.2;28.0;20.875;18.646;830.700;8.7;66673
$;00:21:03;06:18:37;20.07.2019;Y;09;43 40.10156 N;005 34.01743 E;12.890;23.8;352.38;1769.7;28.0;21.0;18.684;829.739;8.7;66673
$;00:21:05;06:18:39;20.07.2019;Y;09;43 40.10807 N;005 34.01642 E;11.025;20.4;353.20;1777.4;28.125;20.875;18.356;829.49;8.7;66673
$;00:21:07;06:18:41;20.07.2019;Y;09;43 40.11447 N;005 34.01403 E;12.540;23.2;345.09;1783.4;28.125;20.875;17.914;828.200;8.7;66673
$;00:21:09;06:18:43;20.07.2019;Y;09;43 40.12244 N;005 34.01099 E;15.580;28.8;346.51;1790.8;28.125;20.625;40.100;827.150;8.7;66673
$;00:21:11;06:18:45;20.07.2019;Y;09;43 40.13128 N;005 34.01019 E;15.612;28.9;1.13;1798.4;28.125;20.625;34.111;826.840;8.7;66673
$;00:21:13;06:18:47;20.07.2019;Y;09;43 40.13935 N;005 34.01094 E;13.609;25.2;3.61;1806.0;28.125;20.875;19.20;826.159;8.7;66673
$;00:21:15;06:18:49;20.07.2019;Y;09;43 40.14594 N;005 34.00955 E;11.582;21.4;353.08;1813.3;28.0;20.625;19.768;825.549;8.7;66673
$;00:21:17;06:18:51;20.07.2019;Y;09;43 40.15228 N;005 34.00813 E;11.378;21.0;354.91;1821.3;28.0;20.750;20.340;824.729;8.7;66673
$;00:21:19;06:18:53;20.07.2019;Y;09;43 40.15940 N;005 34.00932 E;13.394;24.8;7.34;1828.8;28.0;20.625;33.951;823.590;8.7;66673
$;00:21:21;06:18:55;20.07.2019;Y;09;43 40.16690 N;005 34.01111 E;13.994;25.9;2.21;1836.0;28.0;20.625;64.423;823.159;8.7;66673
$;00:21:23;06:18:57;20.07.2019;Y;09;43 40.17394 N;005 34.01063 E;12.286;22.7;355.93;1843.6;28.0;20.625;20.889;822.750;8.7;66673
$;00:21:25;06:18:59;20.07.2019;Y;09;43 40.18042 N;005 34.01050 E;12.268;22.7;4.39;1851.1;27.875;20.625;21.187;821.799;8.7;66673
$;00:21:27;06:19:01;20.07.2019;Y;09;43 40.18798 N;005 34.01361 E;15.191;28.1;22.62;1858.4;28.125;20.500;21.370;820.619;8.7;66673
$;00:21:29;06:19:03;20.07.2019;Y;09;43 40.19535 N;005 34.01760 E;12.514;23.1;20.05;1866.2;27.875;20.625;66.742;819.989;8.7;66673
$;00:21:31;06:19:05;20.07.2019;Y;09;43 40.20140 N;005 34.01873 E;10.616;19.6;6.39;1873.7;28.0;20.375;21.606;819.789;8.7;66673
$;00:21:33;06:19:07;20.07.2019;Y;09;43 40.20719 N;005 34.01905 E;10.998;20.3;6.84;1881.6;27.875;20.375;21.912;818.880;8.7;66673
$;00:21:35;06:19:09;20.07.2019;Y;09;43 40.21421 N;005 34.02190 E;13.807;25.5;19.15;1888.6;28.0;20.250;32.524;817.760;8.7;66673
$;00:21:37;06:19:11;20.07.2019;Y;09;43 40.22134 N;005 34.02529 E;12.546;23.2;17.84;1895.8;28.0;20.375;40.54;817.440;8.7;66675
$;00:21:39;06:19:13;20.07.2019;Y;09;43 40.22718 N;005 34.02642 E;9.454;17.5;7.97;1903.5;28.0;20.375;22.270;816.940;8.7;66675
$;00:21:41;06:19:15;20.07.2019;Y;09;43 40.23273 N;005 34.02720 E;10.576;19.5;9.68;1911.7;28.0;20.375;22.675;816.0;8.7;66673
$;00:21:43;06:19:17;20.07.2019;Y;09;43 40.23954 N;005 34.02954 E;14.132;26.1;17.30;1919.2;28.125;20.250;22.919;814.719;8.7;66673
$;00:21:45;06:19:19;20.07.2019;Y;09;43 40.24752 N;005 34.03283 E;15.179;28.1;13.62;1926.8;28.125;20.0;46.242;814.570;8.7;66675
$;00:21:47;06:19:21;20.07.2019;Y;09;43 40.25420 N;005 34.03484 E;10.846;20.0;10.57;1934.1;28.0;20.0;22.903;813.909;8.7;66675
$;00:21:49;06:19:23;20.07.2019;Y;09;43 40.25965 N;005 34.03607 E;9.639;17.8;12.88;1942.0;28.0;20.125;23.117;813.130;8.7;66673
$;00:21:51;06:19:25;20.07.2019;Y;09;43 40.26622 N;005 34.03889 E;14.442;26.7;21.55;1949.8;28.0;20.125;23.102;812.390;8.7;66675
$;00:21:53;06:19:27;20.07.2019;Y;09;43 40.27391 N;005 34.04378 E;14.161;26.2;24.37;1957.8;28.0;19.875;33.707;811.229;8.7;66675
$;00:21:55;06:19:29;20.07.2019;Y;09;43 40.28026 N;005 34.04780 E;9.088;16.8;19.19;1964.4;28.125;20.0;35.95;810.989;8.7;66675
$;00:21:57;06:19:31;20.07.2019;Y;09;43 40.28439 N;005 34.04834 E;8.275;15.3;10.85;1972.5;28.0;19.750;23.346;810.460;8.7;66675
$;00:21:59;06:19:33;20.07.2019;Y;09;43 40.28986 N;005 34.05063 E;11.908;22.0;17.33;1980.5;28.125;19.875;23.750;809.489;8.7;66675
$;00:22:01;06:19:35;20.07.2019;Y;09;43 40.29599 N;005 34.05506 E;12.764;23.6;28.99;1988.1;28.0;19.875;23.834;808.270;8.7;66675
$;00:22:03;06:19:37;20.07.2019;Y;09;43 40.30116 N;005 34.05948 E;9.214;17.0;29.97;1996.3;28.0;19.625;74.181;807.750;8.7;66675
$;00:22:05;06:19:39;20.07.2019;Y;09;43 40.30520 N;005 34.06184 E;8.723;16.1;20.04;2003.0;28.0;19.750;26.665;807.409;8.7;66675
$;00:22:07;06:19:41;20.07.2019;Y;09;43 40.31069 N;005 34.06506 E;13.769;25.5;21.62;2010.2;28.125;19.625;24.86;806.700;8.7;66675
$;00:22:09;06:19:43;20.07.2019;Y;09;43 40.31829 N;005 34.06942 E;15.159;28.0;25.57;2016.7;28.0;19.750;24.254;805.780;8.7;66675
$;00:22:11;06:19:45;20.07.2019;Y;09;43 40.32483 N;005 34.07363 E;11.378;21.0;24.16;2023.8;28.125;19.500;24.155;804.570;8.7;66675
$;00:22:13;06:19:47;20.07.2019;Y;09;43 40.33071 N;005 34.07721 E;10.997;20.3;23.41;2031.2;28.0;19.500;48.615;804.260;8.7;66675
$;00:22:15;06:19:49;20.07.2019;Y;09;43 40.33648 N;005 34.08051 E;11.898;22.0;20.63;2037.8;27.875;19.625;36.507;803.799;8.7;66675
$;00:22:17;06:19:51;20.07.2019;Y;09;43 40.34213 N;005 34.08373 E;10.919;20.2;21.16;2045.3;28.0;19.500;26.138;803.119;8.7;66675
$;00:22:19;06:19:53;20.07.2019;Y;09;43 40.34720 N;005 34.08531 E;8.994;16.6;12.30;2053.0;28.0;19.625;26.962;802.400;8.7;66675
$;00:22:21;06:19:55;20.07.2019;Y;09;43 40.35213 N;005 34.08585 E;8.753;16.2;6.82;2062.1;28.125;19.375;27.748;801.619;8.7;66675
$;00:22:23;06:19:57;20.07.2019;Y;09;43 40.35730 N;005 34.08764 E;10.340;19.1;17.65;2069.0;28.0;19.500;28.69;800.840;8.7;66675
$;00:22:25;06:19:59;20.07.2019;Y;09;43 40.36334 N;005 34.09131 E;11.898;22.0;22.50;2076.2;27.875;19.250;41.0;799.710;8.7;66675
$;00:22:27;06:20:01;20.07.2019;Y;09;43 40.36914 N;005 34.09433 E;10.989;20.3;19.15;2083.3;28.0;19.375;39.200;799.530;8.7;66675
$;00:22:29;06:20:03;20.07.2019;Y;09;43 40.37511 N;005 34.09617 E;12.414;22.9;12.45;2090.7;27.875;19.375;25.818;798.919;8.7;66675
$;00:22:31;06:20:05;20.07.2019;Y;09;43 40.38263 N;005 34.09771 E;15.449;28.6;7.98;2097.8;28.0;19.500;24.918;798.190;8.7;66675
$;00:22:33;06:20:07;20.07.2019;Y;09;43 40.39158 N;005 34.09809 E;14.730;27.2;359.86;2104.9;27.750;19.250;23.628;797.440;8.7;66675
$;00:22:35;06:20:09;20.07.2019;Y;09;43 40.39869 N;005 34.09851 E;11.210;20.7;2.60;2112.2;27.875;19.125;65.407;796.580;8.7;66675
$;00:22:37;06:20:11;20.07.2019;Y;09;43 40.40412 N;005 34.09999 E;10.231;18.9;9.58;2120.1;28.0;19.125;23.949;795.960;8.7;66675
$;00:22:39;06:20:13;20.07.2019;Y;09;43 40.41035 N;005 34.10053 E;12.681;23.4;1.86;2127.5;27.875;19.125;24.139;795.330;8.7;66675
$;00:22:41;06:20:15;20.07.2019;Y;09;43 40.41759 N;005 34.09887 E;12.575;23.2;349.20;2136.0;28.0;19.250;25.818;794.580;8.7;66675
$;00:22:43;06:20:17;20.07.2019;Y;09;43 40.42359 N;005 34.09707 E;9.474;17.5;349.66;2144.0;27.875;19.0;28.458;793.830;8.7;66675
$;00:22:45;06:20:19;20.07.2019;Y;09;43 40.42927 N;005 34.09726 E;10.531;19.5;1.61;2152.0;28.0;18.875;43.243;792.659;8.7;66675
$;00:22:47;06:20:21;20.07.2019;Y;09;43 40.43630 N;005 34.09810 E;14.618;27.0;1.44;2160.7;27.875;18.875;57.793;792.49;8.7;66675
$;00:22:49;06:20:23;20.07.2019;Y;09;43 40.44479 N;005 34.09826 E;15.718;29.1;0.11;2168.0;27.875;18.750;48.218;791.640;8.7;66675
$;00:22:51;06:20:25;20.07.2019;Y;09;43 40.45269 N;005 34.09894 E;13.729;25.4;6.32;2176.3;27.875;19.0;35.713;790.809;8.7;66675
$;00:22:53;06:20:27;20.07.2019;Y;09;43 40.45924 N;005 34.10027 E;11.584;21.4;8.12;2183.9;27.750;18.875;36.110;790.159;8.7;66675
$;00:22:55;06:20:29;20.07.2019;Y;09;43 40.46603 N;005 34.10066 E;13.627;25.2;3.31;2191.5;27.875;18.875;36.499;789.489;8.7;66675
$;00:22:57;06:20:31;20.07.2019;Y;09;43 40.47445 N;005 34.10063 E;15.497;28.7;1.64;2199.6;27.875;18.875;36.3;788.669;8.7;66675
$;00:22:59;06:20:33;20.07.2019;Y;09;43 40.48302 N;005 34.10134 E;14.565;26.9;9.97;2207.3;28.0;18.875;35.49;787.849;8.7;66675
$;00:23:01;06:20:35;20.07.2019;Y;09;43 40.49048 N;005 34.10307 E;12.527;23.2;8.84;2213.5;27.875;18.875;34.203;787.119;8.7;66675
$;00:23:03;06:20:37;20.07.2019;Y;09;43 40.49842 N;005 34.10349 E;14.327;26.5;0.82;2220.1;28.0;18.625;47.356;786.90;8.7;66675
$;00:23:05;06:20:39;20.07.2019;Y;09;43 40.50673 N;005 34.10324 E;15.181;28.1;0.06;2226.5;27.750;18.625;33.333;785.940;8.7;66675
$;00:23:07;06:20:41;20.07.2019;Y;09;43 40.51457 N;005 34.10436 E;14.012;25.9;12.04;2233.8;28.0;18.750;32.661;785.239;8.7;66675
$;00:23:09;06:20:43;20.07.2019;Y;09;43 40.52217 N;005 34.10712 E;13.829;25.6;20.79;2242.5;27.875;18.750;32.143;784.450;8.7;66675
$;00:23:11;06:20:45;20.07.2019;Y;09;43 40.52909 N;005 34.11066 E;12.548;23.2;21.11;2251.0;27.750;18.625;31.44;783.580;8.7;66675
$;00:23:13;06:20:47;20.07.2019;Y;09;43 40.53520 N;005 34.11459 E;10.867;20.1;25.24;2258.8;27.875;18.750;29.373;782.890;8.7;66675
$;00:23:15;06:20:49;20.07.2019;Y;09;43 40.54132 N;005 34.11873 E;11.621;21.5;26.35;2266.9;27.875;18.500;27.916;781.989;8.7;66675
$;00:23:17;06:20:51;20.07.2019;Y;09;43 40.54768 N;005 34.12299 E;12.502;23.1;25.57;2274.9;28.0;18.625;27.512;781.20;8.7;66675
$;00:23:19;06:20:53;20.07.2019;Y;09;43 40.55372 N;005 34.12691 E;9.995;18.5;25.34;2282.3;27.875;18.625;32.738;780.229;8.7;66675
$;00:23:21;06:20:55;20.07.2019;Y;09;43 40.55847 N;005 34.12930 E;8.936;16.5;21.27;2291.1;27.750;18.500;52.597;779.609;8.7;66675
$;00:23:23;06:20:57;20.07.2019;Y;09;43 40.56428 N;005 34.13140 E;12.289;22.7;14.78;2298.8;27.750;18.375;48.920;778.960;8.6;66675
$;00:23:25;06:20:59;20.07.2019;Y;09;43 40.57145 N;005 34.13502 E;14.667;27.1;23.13;2308.0;27.875;18.500;30.754;778.260;8.7;66675
$;00:23:27;06:21:01;20.07.2019;Y;09;43 40.57780 N;005 34.13995 E;12.774;23.6;29.80;2317.7;27.875;18.500;23.918;777.489;8.7;66675
$;00:23:29;06:21:03;20.07.2019;Y;09;43 40.58279 N;005 34.14408 E;10.339;19.1;30.37;2326.4;27.875;18.250;21.927;776.719;8.7;66675
$;00:23:31;06:21:05;20.07.2019;Y;09;43 40.58770 N;005 34.14788 E;11.404;21.1;29.02;2335.6;27.875;18.375;21.225;775.849;8.7;66675
$;00:23:33;06:21:07;20.07.2019;Y;09;43 40.59388 N;005 34.15290 E;15.053;27.8;35.42;2344.2;27.750;18.375;22.537;775.49;8.7;66675
$;00:23:35;06:21:09;20.07.2019;Y;09;43 40.60049 N;005 34.16028 E;15.527;28.7;44.30;2351.9;27.875;18.500;24.544;774.289;8.7;66675
$;00:23:37;06:21:11;20.07.2019;Y;09;43 40.60518 N;005 34.16806 E;10.955;20.2;52.32;2359.5;27.875;18.250;25.566;773.570;8.7;66675
$;00:23:39;06:21:13;20.07.2019;Y;09;43 40.60879 N;005 34.17299 E;7.930;14.6;40.59;2366.6;27.875;18.125;40.337;772.440;8.7;66675
$;00:23:41;06:21:15;20.07.2019;Y;09;43 40.61338 N;005 34.17646 E;10.374;19.2;30.21;2374.7;28.0;18.125;27.313;772.229;8.7;66675
$;00:23:43;06:21:17;20.07.2019;Y;09;43 40.61784 N;005 34.18144 E;10.813;20.0;40.95;2383.0;27.750;18.125;26.726;771.500;8.7;66675
$;00:23:45;06:21:19;20.07.2019;Y;09;43 40.62112 N;005 34.18729 E;9.110;16.8;52.89;2390.8;27.875;18.125;26.817;770.900;8.7;66675
$;00:23:47;06:21:21;20.07.2019;Y;09;43 40.62341 N;005 34.19204 E;7.133;13.2;55.15;2399.5;27.625;18.125;26.390;770.210;8.7;66675
$;00:23:49;06:21:23;20.07.2019;Y;09;43 40.62627 N;005 34.19609 E;7.780;14.4;43.44;2407.5;27.750;18.125;25.528;768.960;8.7;66675
$;00:23:51;06:21:25;20.07.2019;Y;09;43 40.63000 N;005 34.20040 E;9.206;17.0;40.55;2415.7;27.875;17.875;62.553;768.349;8.7;66675
$;00:23:53;06:21:27;20.07.2019;Y;09;43 40.63347 N;005 34.20477 E;8.000;14.8;41.20;2423.3;27.750;18.0;28.824;767.919;8.7;66675
$;00:23:55;06:21:29;20.07.2019;Y;09;43 40.63680 N;005 34.20871 E;9.652;17.8;35.65;2430.4;27.625;17.875;21.538;767.270;8.7;66675
$;00:23:57;06:21:31;20.07.2019;Y;09;43 40.64160 N;005 34.21337 E;12.236;22.6;36.44;2438.6;27.750;17.875;20.248;766.409;8.7;66675
$;00:23:59;06:21:33;20.07.2019;Y;09;43 40.64668 N;005 34.21907 E;11.706;21.6;40.09;2447.3;27.750;18.0;18.883;765.849;8.7;66675
$;00:24:01;06:21:35;20.07.2019;Y;09;43 40.64992 N;005 34.22483 E;8.156;15.1;50.24;2456.1;27.625;17.875;17.990;765.20;8.7;66675
$;00:24:03;06:21:37;20.07.2019;Y;09;43 40.65112 N;005 34.23060 E;7.843;14.5;70.71;2464.4;27.750;17.750;16.190;763.679;8.7;66675
$;00:24:05;06:21:39;20.07.2019;Y;09;43 40.65409 N;005 34.23684 E;11.065;20.4;51.09;2472.3;27.750;17.750;29.694;763.119;8.7;66675
$;00:24:07;06:21:41;20.07.2019;Y;09;43 40.65892 N;005 34.24358 E;11.989;22.2;46.95;2480.7;27.750;17.750;54.474;762.679;8.7;66675
$;00:24:09;06:21:43;20.07.2019;Y;09;43 40.66280 N;005 34.25054 E;10.746;19.9;52.36;2490.2;27.750;17.875;14.69;761.960;8.7;66675
$;00:24:11;06:21:45;20.07.2019;Y;09;43 40.66511 N;005 34.25771 E;11.288;20.9;62.00;2498.0;27.625;17.750;13.138;761.239;8.6;66675
$;00:24:13;06:21:47;20.07.2019;Y;09;43 40.66838 N;005 34.26586 E;13.254;24.5;59.88;2505.9;27.875;17.875;12.482;760.500;8.7;66675
$;00:24:15;06:21:49;20.07.2019;Y;09;43 40.67287 N;005 34.27389 E;12.656;23.4;51.10;2514.7;27.750;17.750;12.344;759.750;8.7;66675
$;00:24:17;06:21:51;20.07.2019;Y;09;43 40.67679 N;005 34.28008 E;8.913;16.5;51.79;2522.7;27.750;17.875;12.62;758.919;8.6;66675
$;00:24:19;06:21:53;20.07.2019;Y;09;43 40.67869 N;005 34.28519 E;6.887;12.7;66.83;2531.1;27.750;17.625;35.797;757.780;8.6;66675
$;00:24:21;06:21:55;20.07.2019;Y;09;43 40.67967 N;005 34.29164 E;10.254;18.9;74.06;2538.4;27.625;17.625;31.555;757.369;8.6;66675
$;00:24:23;06:21:57;20.07.2019;Y;09;43 40.68260 N;005 34.29992 E;12.974;24.0;63.79;2547.0;27.750;17.625;19.5;756.729;8.6;66675
$;00:24:25;06:21:59;20.07.2019;Y;09;43 40.68558 N;005 34.30802 E;11.420;21.1;63.29;2555.4;27.875;17.750;11.642;756.39;8.6;66675
$;00:24:27;06:22:01;20.07.2019;Y;09;43 40.68716 N;005 34.31595 E;11.275;20.8;73.74;2563.0;27.625;17.500;11.292;755.349;8.6;66675
$;00:24:29;06:22:03;20.07.2019;Y;09;43 40.68802 N;005 34.32535 E;13.941;25.8;84.15;2570.6;27.750;17.625;10.872;754.599;8.7;66675
$;00:24:31;06:22:05;20.07.2019;Y;09;43 40.68934 N;005 34.33613 E;14.592;27.0;81.67;2578.7;27.750;17.625;10.521;753.710;8.7;66675
$;00:24:33;06:22:07;20.07.2019;Y;09;43 40.69034 N;005 34.34567 E;10.573;19.5;83.87;2586.5;27.625;17.500;10.391;752.729;8.7;66675
$;00:24:35;06:22:09;20.07.2019;Y;09;43 40.69039 N;005 34.35234 E;6.887;12.7;86.80;2595.2;27.750;17.500;33.890;752.119;8.7;66675
$;00:24:37;06:22:11;20.07.2019;Y;09;43 40.69082 N;005 34.35849 E;9.186;17.0;77.89;2603.8;27.750;17.500;36.247;751.510;8.7;66675
$;00:24:39;06:22:13;20.07.2019;Y;09;43 40.69328 N;005 34.36682 E;13.486;24.9;64.30;2612.9;27.750;17.500;12.505;750.950;8.6;66675
$;00:24:41;06:22:15;20.07.2019;Y;09;43 40.69566 N;005 34.37556 E;10.950;20.2;68.65;2621.5;27.750;17.750;13.382;750.150;8.6;66675
$;00:24:43;06:22:17;20.07.2019;Y;09;43 40.69696 N;005 34.38093 E;5.632;10.4;72.85;2630.2;27.750;17.750;14.778;749.380;8.7;66675
$;00:24:45;06:22:19;20.07.2019;Y;09;43 40.69769 N;005 34.38532 E;7.092;13.1;77.84;2638.7;27.750;17.500;16.113;748.679;8.7;66675
$;00:24:47;06:22:21;20.07.2019;Y;09;43 40.69918 N;005 34.39148 E;9.626;17.8;75.23;2647.7;27.750;17.625;17.174;747.929;8.7;66675
$;00:24:49;06:22:23;20.07.2019;Y;09;43 40.70061 N;005 34.39808 E;8.120;15.0;72.26;2655.2;27.625;17.500;18.143;747.130;8.6;66675
$;00:24:51;06:22:25;20.07.2019;Y;09;43 40.70085 N;005 34.40308 E;6.032;11.1;89.36;2662.5;27.750;17.500;18.990;746.340;8.6;66675
$;00:24:53;06:22:27;20.07.2019;Y;09;43 40.69971 N;005 34.40830 E;8.238;15.2;104.69;2670.6;27.625;17.250;19.814;745.270;8.7;66675
$;00:24:55;06:22:29;20.07.2019;Y;09;43 40.69887 N;005 34.41623 E;11.223;20.7;98.48;2678.0;27.625;17.250;56.404;744.580;8.7;66675
$;00:24:57;06:22:31;20.07.2019;Y;09;43 40.69799 N;005 34.42418 E;9.459;17.5;100.84;2686.9;27.750;17.250;32.227;744.159;8.7;66675
$;00:24:59;06:22:33;20.07.2019;Y;09;43 40.69658 N;005 34.43016 E;6.532;12.0;107.42;2696.3;27.500;17.125;21.179;743.489;8.7;66675
$;00:25:01;06:22:35;20.07.2019;Y;09;43 40.69598 N;005 34.43546 E;8.414;15.5;94.00;2704.7;27.625;17.375;21.713;742.729;8.6;66675
$;00:25:03;06:22:37;20.07.2019;Y;09;43 40.69645 N;005 34.44312 E;11.875;21.9;85.34;2712.9;27.625;17.125;22.110;741.909;8.7;66675
$;00:25:05;06:22:39;20.07.2019;Y;09;43 40.69660 N;005 34.45220 E;12.245;22.6;90.66;2721.3;27.625;17.125;22.354;741.250;8.6;66675
$;00:25:07;06:22:41;20.07.2019;Y;09;43 40.69537 N;005 34.46062 E;11.473;21.2;99.36;2729.0;27.625;17.125;22.560;740.450;8.7;66675
$;00:25:09;06:22:43;20.07.2019;Y;09;43 40.69442 N;005 34.46957 E;13.009;24.0;98.63;2738.0;27.625;17.250;22.942;739.700;8.6;66675
$;00:25:11;06:22:45;20.07.2019;Y;09;43 40.69353 N;005 34.47952 E;13.293;24.6;96.89;2747.3;27.625;17.250;23.315;738.880;8.6;66675
