Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000548
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:35:13;06:32:47;20.07.2019;Y;09;43 40.13666 N;005 37.21162 E;15.440;28.5;64.05;5520.2;24.125;0.0;13.412;524.830;8.5;66679
$;00:35:15;06:32:49;20.07.2019;Y;09;43 40.14026 N;005 37.22151 E;13.108;24.2;63.22;5527.3;24.125;-0.375;44.426;523.989;8.5;66679
$;00:35:17;06:32:51;20.07.2019;Y;09;43 40.14256 N;005 37.22995 E;10.870;20.1;70.42;5535.5;24.250;-0.250;13.184;523.739;8.5;66679
$;00:35:19;06:32:53;20.07.2019;Y;09;43 40.14300 N;005 37.23930 E;14.271;26.4;93.47;5545.7;24.125;-0.250;13.130;523.80;8.5;66679
$;00:35:21;06:32:55;20.07.2019;Y;09;43 40.14260 N;005 37.25175 E;18.133;33.5;90.88;5555.6;23.875;-0.375;13.138;522.90;8.5;66679
$;00:35:23;06:32:57;20.07.2019;Y;09;43 40.14391 N;005 37.26637 E;19.807;36.6;77.51;5566.4;24.0;-0.375;13.229;521.479;8.5;66679
$;00:35:25;06:32:59;20.07.2019;Y;09;43 40.14761 N;005 37.27982 E;17.449;32.3;64.82;5576.9;23.750;-0.375;13.222;520.659;8.5;66679
$;00:35:27;06:33:01;20.07.2019;Y;09;43 40.15091 N;005 37.28995 E;13.045;24.1;68.85;5586.2;24.0;-0.375;13.77;520.289;8.5;66679
$;00:35:29;06:33:03;20.07.2019;Y;09;43 40.15282 N;005 37.29847 E;11.966;22.1;79.50;5596.6;24.0;-0.500;12.917;519.719;8.5;66679
$;00:35:31;06:33:05;20.07.2019;Y;09;43 40.15399 N;005 37.30715 E;11.941;22.1;80.43;5606.4;24.0;-0.500;12.795;518.929;8.5;66679
$;00:35:33;06:33:07;20.07.2019;Y;09;43 40.15442 N;005 37.31516 E;10.890;20.1;84.49;5614.3;23.625;-0.625;12.505;518.359;8.5;66679
$;00:35:35;06:33:09;20.07.2019;Y;09;43 40.15327 N;005 37.32399 E;13.318;24.6;102.55;5622.4;23.750;-0.750;12.77;517.729;8.5;66679
$;00:35:37;06:33:11;20.07.2019;Y;09;43 40.15149 N;005 37.33631 E;18.412;34.0;97.28;5631.6;23.875;-0.875;32.21;516.729;8.5;66679
$;00:35:39;06:33:13;20.07.2019;Y;09;43 40.15167 N;005 37.35152 E;21.009;38.9;79.41;5641.7;23.875;-0.750;27.237;516.460;8.5;66679
$;00:35:41;06:33:15;20.07.2019;Y;09;43 40.15405 N;005 37.36655 E;19.273;35.6;73.73;5651.7;23.625;-0.750;11.642;515.809;8.5;66679
$;00:35:43;06:33:17;20.07.2019;Y;09;43 40.15664 N;005 37.37843 E;13.991;25.9;76.52;5663.1;23.875;-1.0;11.795;515.210;8.5;66679
$;00:35:45;06:33:19;20.07.2019;Y;09;43 40.15718 N;005 37.38796 E;12.721;23.5;92.56;5673.0;23.625;-1.0;11.566;514.650;8.5;66679
$;00:35:47;06:33:21;20.07.2019;Y;09;43 40.15558 N;005 37.39863 E;15.700;29.0;105.67;5681.5;23.625;-1.125;11.345;513.940;8.5;66679
$;00:35:49;06:33:23;20.07.2019;Y;09;43 40.15385 N;005 37.41150 E;18.649;34.5;100.59;5689.6;23.500;-1.125;22.446;513.239;8.5;66679
$;00:35:51;06:33:25;20.07.2019;Y;09;43 40.15220 N;005 37.42735 E;21.802;40.3;94.61;5697.0;23.625;-1.250;22.41;513.10;8.5;66679
$;00:35:53;06:33:27;20.07.2019;Y;09;43 40.15250 N;005 37.44413 E;21.601;40.0;82.78;5705.8;23.500;-0.875;10.971;512.359;8.5;66679
$;00:35:55;06:33:29;20.07.2019;Y;09;43 40.15462 N;005 37.45909 E;17.676;32.7;74.97;5716.2;23.500;-1.250;10.841;511.309;8.5;66679
$;00:35:57;06:33:31;20.07.2019;Y;09;43 40.15656 N;005 37.47149 E;14.674;27.1;80.93;5726.7;23.625;-1.375;10.674;510.790;8.5;66679
$;00:35:59;06:33:33;20.07.2019;Y;09;43 40.15681 N;005 37.48271 E;14.731;27.2;92.90;5738.1;23.500;-1.375;10.551;510.70;8.5;66679
$;00:36:01;06:33:35;20.07.2019;Y;09;43 40.15551 N;005 37.49510 E;17.077;31.6;100.43;5749.0;23.750;-1.250;10.681;509.570;8.5;66679
$;00:36:03;06:33:37;20.07.2019;Y;09;43 40.15401 N;005 37.50892 E;18.400;34.0;99.90;5757.8;23.500;-1.375;10.483;508.880;8.5;66679
$;00:36:05;06:33:39;20.07.2019;Y;09;43 40.15205 N;005 37.52316 E;18.773;34.7;102.06;5764.6;23.500;-1.750;51.10;508.519;8.5;66679
$;00:36:07;06:33:41;20.07.2019;Y;09;43 40.15002 N;005 37.53725 E;18.898;34.9;98.79;5772.0;23.625;-1.500;10.338;508.269;8.5;66679
$;00:36:09;06:33:43;20.07.2019;Y;09;43 40.14878 N;005 37.55086 E;16.825;31.1;96.74;5779.3;23.500;-1.625;10.529;507.660;8.5;66679
$;00:36:11;06:33:45;20.07.2019;Y;09;43 40.14886 N;005 37.56200 E;13.181;24.4;81.11;5787.3;23.500;-1.875;33.58;507.70;8.5;66679
$;00:36:13;06:33:47;20.07.2019;Y;09;43 40.15046 N;005 37.57369 E;18.172;33.6;77.59;5797.4;23.625;-2.0;10.826;506.429;8.5;66679
$;00:36:15;06:33:49;20.07.2019;Y;09;43 40.15147 N;005 37.58967 E;23.594;43.6;87.70;5807.5;23.500;-2.0;24.2;505.649;8.5;66679
$;00:36:17;06:33:51;20.07.2019;Y;09;43 40.15050 N;005 37.60753 E;22.936;42.4;94.29;5817.8;23.375;-2.125;38.277;505.79;8.5;66679
$;00:36:19;06:33:53;20.07.2019;Y;09;43 40.14873 N;005 37.62400 E;21.291;39.4;101.03;5828.1;23.375;-2.125;26.993;504.329;8.5;66679
$;00:36:21;06:33:55;20.07.2019;Y;09;43 40.14632 N;005 37.63896 E;18.299;33.8;101.12;5837.7;23.250;-2.125;10.452;503.790;8.5;66679
$;00:36:23;06:33:57;20.07.2019;Y;09;43 40.14482 N;005 37.65097 E;14.604;27.0;95.71;5846.3;23.250;-2.0;10.139;503.329;8.5;66679
$;00:36:25;06:33:59;20.07.2019;Y;09;43 40.14537 N;005 37.66216 E;15.841;29.3;80.84;5856.6;23.500;-2.250;10.353;502.489;8.5;66679
$;00:36:27;06:34:01;20.07.2019;Y;09;43 40.14701 N;005 37.67401 E;16.564;30.6;79.21;5866.3;23.250;-2.250;10.414;501.760;8.5;66679
$;00:36:29;06:34:03;20.07.2019;Y;09;43 40.14821 N;005 37.68607 E;15.553;28.8;84.76;5875.3;23.500;-2.375;10.361;501.190;8.5;66679
$;00:36:31;06:34:05;20.07.2019;Y;09;43 40.14903 N;005 37.69742 E;14.292;26.4;88.57;5885.1;23.125;-2.500;10.292;500.850;8.5;66679
$;00:36:33;06:34:07;20.07.2019;Y;09;43 40.14921 N;005 37.70815 E;13.748;25.4;87.95;5892.2;23.375;-2.625;10.193;499.920;8.5;66679
$;00:36:35;06:34:09;20.07.2019;Y;09;43 40.14921 N;005 37.71909 E;14.384;26.6;88.35;5900.3;23.500;-2.625;10.185;499.619;8.5;66679
$;00:36:37;06:34:11;20.07.2019;Y;09;43 40.14962 N;005 37.73119 E;17.618;32.6;84.88;5910.5;23.125;-2.625;10.25;498.950;8.5;66679
$;00:36:39;06:34:13;20.07.2019;Y;09;43 40.15079 N;005 37.74596 E;21.583;39.9;84.66;5922.6;23.250;-2.625;10.712;498.109;8.5;66679
$;00:36:41;06:34:15;20.07.2019;Y;09;43 40.15157 N;005 37.76320 E;24.421;45.2;85.96;5933.6;23.250;-2.750;36.438;497.209;8.5;66679
$;00:36:43;06:34:17;20.07.2019;Y;09;43 40.15089 N;005 37.78235 E;24.453;45.2;97.35;5943.8;23.0;-2.875;24.139;496.670;8.5;66679
$;00:36:45;06:34:19;20.07.2019;Y;09;43 40.14927 N;005 37.80005 E;21.216;39.2;101.22;5953.1;23.375;-2.875;19.455;495.839;8.5;66679
$;00:36:47;06:34:21;20.07.2019;Y;09;43 40.14645 N;005 37.81531 E;19.551;36.2;104.03;5961.5;23.125;-2.875;50.354;495.529;8.5;66679
$;00:36:49;06:34:23;20.07.2019;Y;09;43 40.14375 N;005 37.82928 E;17.256;31.9;99.46;5969.4;23.250;-2.875;9.964;495.269;8.5;66679
$;00:36:51;06:34:25;20.07.2019;Y;08;43 40.14296 N;005 37.84223 E;16.636;30.8;84.82;5977.5;23.0;-2.750;10.208;494.640;8.5;66679
$;00:36:53;06:34:27;20.07.2019;Y;09;43 40.14487 N;005 37.85565 E;19.854;36.7;86.29;5989.3;22.875;-2.875;10.86;493.820;8.5;66679
$;00:36:55;06:34:29;20.07.2019;Y;09;43 40.14507 N;005 37.87294 E;24.504;45.3;92.52;6002.3;22.875;-3.0;9.987;493.79;8.5;66679
$;00:36:57;06:34:31;20.07.2019;Y;09;43 40.14399 N;005 37.89196 E;25.917;47.9;96.38;6015.0;23.125;-3.125;15.572;492.320;8.5;66679
$;00:36:59;06:34:33;20.07.2019;Y;09;43 40.14273 N;005 37.91052 E;22.564;41.7;94.65;6025.9;22.875;-3.125;68.665;491.540;8.5;66679
$;00:37:01;06:34:35;20.07.2019;Y;09;43 40.14078 N;005 37.92570 E;17.402;32.2;104.77;6037.2;22.875;-3.125;10.17;490.690;8.5;66679
$;00:37:03;06:34:37;20.07.2019;Y;09;43 40.13877 N;005 37.93754 E;14.649;27.1;100.02;6046.5;23.0;-3.250;10.117;490.59;8.5;66679
$;00:37:05;06:34:39;20.07.2019;Y;09;43 40.13747 N;005 37.94915 E;15.161;28.0;93.73;6054.4;22.875;-3.500;15.488;490.0;8.4;66679
$;00:37:07;06:34:41;20.07.2019;Y;09;43 40.13723 N;005 37.96128 E;16.517;30.5;88.58;6059.9;22.875;-3.375;10.56;489.730;8.5;66679
$;00:37:09;06:34:43;20.07.2019;Y;09;43 40.13850 N;005 37.97444 E;18.260;33.8;79.69;6065.8;22.750;-3.500;33.257;489.29;8.5;66679
$;00:37:11;06:34:45;20.07.2019;Y;09;43 40.14025 N;005 37.98947 E;21.048;38.9;84.65;6073.1;22.750;-3.625;9.995;488.859;8.5;66679
$;00:37:13;06:34:47;20.07.2019;Y;09;43 40.13974 N;005 38.00579 E;22.398;41.4;99.42;6080.1;22.750;-3.750;26.1;488.89;8.5;66679
$;00:37:15;06:34:49;20.07.2019;Y;09;43 40.13683 N;005 38.02275 E;21.980;40.7;103.08;6088.4;22.750;-3.750;9.796;487.709;8.5;66679
$;00:37:17;06:34:51;20.07.2019;Y;09;43 40.13516 N;005 38.03870 E;20.640;38.2;92.17;6099.3;22.750;-3.500;10.71;487.49;8.5;66679
$;00:37:19;06:34:53;20.07.2019;Y;09;43 40.13538 N;005 38.05319 E;18.909;35.0;88.96;6111.3;22.750;-3.750;9.872;486.450;8.5;66679
$;00:37:21;06:34:55;20.07.2019;Y;09;43 40.13509 N;005 38.06681 E;17.996;33.3;93.31;6124.4;22.625;-3.750;32.82;485.179;8.5;66679
$;00:37:23;06:34:57;20.07.2019;Y;09;43 40.13363 N;005 38.08190 E;19.525;36.1;98.74;6138.1;22.750;-3.750;10.124;484.570;8.5;66679
$;00:37:25;06:34:59;20.07.2019;Y;09;43 40.13280 N;005 38.09588 E;18.062;33.4;90.94;6150.7;22.750;-3.875;64.598;483.890;8.5;66679
$;00:37:27;06:35:01;20.07.2019;Y;09;43 40.13343 N;005 38.10784 E;14.022;25.9;77.07;6159.4;22.750;-4.0;9.987;483.109;8.5;66679
$;00:37:29;06:35:03;20.07.2019;Y;09;43 40.13538 N;005 38.11880 E;15.721;29.1;73.22;6166.6;22.625;-4.0;18.394;482.670;8.5;66679
$;00:37:31;06:35:05;20.07.2019;Y;09;43 40.13745 N;005 38.13271 E;20.991;38.8;80.82;6174.6;22.625;-4.250;10.345;482.519;8.5;66679
$;00:37:33;06:35:07;20.07.2019;Y;09;43 40.13853 N;005 38.15000 E;24.677;45.7;89.01;6181.6;22.500;-4.0;9.727;482.70;8.5;66679
$;00:37:35;06:35:09;20.07.2019;Y;09;43 40.13793 N;005 38.16909 E;25.242;46.7;96.36;6188.5;22.625;-4.250;17.464;481.299;8.5;66679
$;00:37:37;06:35:11;20.07.2019;Y;09;43 40.13637 N;005 38.18620 E;19.679;36.4;97.87;6198.0;22.625;-4.125;69.572;480.519;8.5;66679
$;00:37:39;06:35:13;20.07.2019;Y;09;43 40.13549 N;005 38.19967 E;16.065;29.7;90.62;6208.9;22.500;-4.375;35.629;479.929;8.5;66679
$;00:37:41;06:35:15;20.07.2019;Y;09;43 40.13565 N;005 38.21210 E;15.973;29.5;87.19;6220.1;22.500;-4.500;18.547;479.209;8.5;66679
$;00:37:43;06:35:17;20.07.2019;Y;09;43 40.13569 N;005 38.22478 E;15.432;28.5;87.56;6230.7;22.750;-4.375;9.308;478.489;8.5;66679
$;00:37:45;06:35:19;20.07.2019;Y;09;43 40.13623 N;005 38.23583 E;13.913;25.7;79.79;6239.4;22.500;-4.625;30.533;478.209;8.5;66679
$;00:37:47;06:35:21;20.07.2019;Y;09;43 40.13820 N;005 38.24815 E;19.477;36.0;75.53;6247.4;22.625;-4.625;8.575;477.829;8.5;66679
$;00:37:49;06:35:23;20.07.2019;Y;09;43 40.14058 N;005 38.26454 E;23.378;43.2;81.77;6257.7;22.375;-4.500;8.804;477.209;8.5;66679
$;00:37:51;06:35:25;20.07.2019;Y;09;43 40.14203 N;005 38.28225 E;23.245;43.0;86.84;6268.9;22.500;-4.625;8.690;476.480;8.5;66679
$;00:37:53;06:35:27;20.07.2019;Y;09;43 40.14211 N;005 38.29981 E;23.031;42.6;95.84;6279.5;22.500;-4.625;8.835;475.799;8.4;66679
$;00:37:55;06:35:29;20.07.2019;Y;09;43 40.14042 N;005 38.31602 E;20.428;37.8;99.29;6291.3;22.250;-4.750;8.446;475.59;8.4;66679
$;00:37:57;06:35:31;20.07.2019;Y;09;43 40.13928 N;005 38.32983 E;16.905;31.3;94.98;6302.8;22.375;-4.875;10.201;474.390;8.4;66679
$;00:37:59;06:35:33;20.07.2019;Y;09;43 40.13899 N;005 38.34210 E;16.172;29.9;89.52;6312.8;22.375;-5.125;25.116;473.859;8.5;66679
$;00:38:01;06:35:35;20.07.2019;Y;09;43 40.13740 N;005 38.35560 E;19.064;35.3;101.54;6320.1;22.375;-5.0;8.202;473.540;8.5;66679
$;00:38:03;06:35:37;20.07.2019;Y;09;43 40.13538 N;005 38.37094 E;21.088;39.0;99.22;6328.7;22.500;-5.125;8.354;472.799;8.4;66679
$;00:38:05;06:35:39;20.07.2019;Y;09;43 40.13609 N;005 38.38618 E;19.008;35.2;79.27;6339.0;22.250;-5.250;8.217;472.10;8.4;66679
$;00:38:07;06:35:41;20.07.2019;Y;09;43 40.13949 N;005 38.39964 E;18.207;33.7;65.30;6350.2;22.250;-5.125;8.87;471.559;8.4;66679
$;00:38:09;06:35:43;20.07.2019;Y;09;43 40.14415 N;005 38.41406 E;22.199;41.1;69.37;6361.3;22.250;-5.375;7.782;470.839;8.4;66679
$;00:38:11;06:35:45;20.07.2019;Y;09;43 40.14907 N;005 38.43109 E;25.758;47.7;71.21;6370.1;22.250;-5.250;7.774;470.239;8.4;66679
$;00:38:13;06:35:47;20.07.2019;Y;09;43 40.15291 N;005 38.44987 E;25.098;46.4;79.67;6379.3;22.125;-5.125;7.477;469.670;8.4;66679
$;00:38:15;06:35:49;20.07.2019;Y;09;43 40.15394 N;005 38.46740 E;20.231;37.4;91.27;6388.6;22.125;-5.500;20.561;468.730;8.4;66679
$;00:38:17;06:35:51;20.07.2019;Y;09;43 40.15378 N;005 38.48171 E;16.855;31.2;89.99;6398.9;22.125;-5.500;40.932;468.179;8.4;66679
$;00:38:19;06:35:53;20.07.2019;Y;09;43 40.15452 N;005 38.49443 E;16.312;30.2;81.64;6408.9;22.250;-5.625;46.394;467.769;8.4;66679
$;00:38:21;06:35:55;20.07.2019;Y;09;43 40.15629 N;005 38.50614 E;15.528;28.7;69.59;6417.9;22.250;-5.625;33.478;467.239;8.4;66679
$;00:38:23;06:35:57;20.07.2019;Y;09;43 40.16002 N;005 38.51813 E;19.357;35.8;64.71;6427.8;22.250;-5.750;19.35;466.709;8.4;66679
$;00:38:25;06:35:59;20.07.2019;Y;09;43 40.16408 N;005 38.53356 E;23.410;43.3;71.39;6438.7;22.125;-5.875;36.667;465.910;8.4;66679
$;00:38:27;06:36:01;20.07.2019;Y;09;43 40.16695 N;005 38.55100 E;22.892;42.3;77.08;6450.2;22.250;-5.875;30.785;465.200;8.4;66679
$;00:38:29;06:36:03;20.07.2019;Y;09;43 40.17017 N;005 38.56823 E;23.177;42.9;71.05;6460.9;22.125;-5.875;9.758;464.549;8.4;66679
$;00:38:31;06:36:05;20.07.2019;Y;09;43 40.17518 N;005 38.58554 E;24.622;45.5;65.14;6470.9;22.0;-6.0;7.27;463.760;8.4;66679
$;00:38:33;06:36:07;20.07.2019;Y;09;43 40.18008 N;005 38.60321 E;24.139;44.7;73.33;6481.6;21.875;-6.125;16.632;463.160;8.4;66679
$;00:38:35;06:36:09;20.07.2019;Y;09;43 40.18215 N;005 38.62115 E;22.730;42.0;86.22;6494.0;22.125;-6.0;6.12;462.420;8.4;66679
$;00:38:37;06:36:11;20.07.2019;Y;09;43 40.18207 N;005 38.63672 E;18.043;33.4;93.58;6505.1;22.0;-6.125;6.157;462.19;8.4;66679
$;00:38:39;06:36:13;20.07.2019;Y;09;43 40.18201 N;005 38.64912 E;14.213;26.3;83.33;6515.6;22.125;-6.125;6.50;461.399;8.4;66679
$;00:38:41;06:36:15;20.07.2019;Y;09;43 40.18400 N;005 38.65967 E;13.978;25.8;73.41;6525.3;21.875;-6.375;5.379;460.869;8.4;66679
$;00:38:43;06:36:17;20.07.2019;Y;09;43 40.18685 N;005 38.67134 E;18.029;33.3;68.49;6534.8;21.875;-6.500;22.79;459.989;8.4;66679
$;00:38:45;06:36:19;20.07.2019;Y;09;43 40.19105 N;005 38.68620 E;22.476;41.6;68.67;6544.5;22.0;-6.500;41.809;459.750;8.4;66679
$;00:38:47;06:36:21;20.07.2019;Y;09;43 40.19489 N;005 38.70290 E;23.000;42.5;72.51;6555.3;21.875;-6.625;19.386;459.19;8.4;66679
$;00:38:49;06:36:23;20.07.2019;Y;09;43 40.19836 N;005 38.71845 E;19.245;35.6;69.88;6566.0;21.875;-6.625;15.533;458.489;8.4;66679
$;00:38:51;06:36:25;20.07.2019;Y;09;43 40.20105 N;005 38.73039 E;14.839;27.4;71.58;6575.9;21.875;-6.625;4.379;457.790;8.4;66679
$;00:38:53;06:36:27;20.07.2019;Y;09;43 40.20217 N;005 38.74126 E;15.658;28.9;89.69;6585.5;21.875;-6.750;4.387;457.380;8.4;66679
$;00:38:55;06:36:29;20.07.2019;Y;09;43 40.20118 N;005 38.75452 E;19.365;35.8;100.72;6593.2;21.875;-6.875;4.410;456.510;8.4;66679
$;00:38:57;06:36:31;20.07.2019;Y;09;43 40.19927 N;005 38.77121 E;23.035;42.6;98.55;6601.9;21.875;-7.0;16.350;456.290;8.4;66679
$;00:38:59;06:36:33;20.07.2019;Y;09;43 40.20049 N;005 38.78770 E;21.385;39.6;75.40;6612.5;21.750;-6.875;4.143;455.549;8.4;66679
$;00:39:01;06:36:35;20.07.2019;Y;09;43 40.20455 N;005 38.80193 E;19.979;37.0;67.79;6623.8;21.750;-6.875;4.334;454.959;8.4;66679
$;00:39:03;06:36:37;20.07.2019;Y;09;43 40.20809 N;005 38.81568 E;18.946;35.0;75.63;6635.3;21.750;-7.0;4.501;454.299;8.4;66679
$;00:39:05;06:36:39;20.07.2019;Y;09;43 40.20994 N;005 38.82815 E;15.439;28.5;80.33;6645.4;21.750;-7.0;4.448;453.720;8.4;66679
$;00:39:07;06:36:41;20.07.2019;Y;09;43 40.21005 N;005 38.83935 E;14.506;26.8;92.70;6654.4;21.750;-7.125;4.204;453.100;8.4;66679
$;00:39:09;06:36:43;20.07.2019;Y;09;43 40.20965 N;005 38.85105 E;15.752;29.1;91.08;6663.0;21.750;-7.375;28.648;452.570;8.4;66679
$;00:39:11;06:36:45;20.07.2019;Y;08;43 40.20927 N;005 38.86293 E;15.736;29.1;91.25;6670.4;21.750;-7.500;4.257;452.470;8.4;66679
$;00:39:13;06:36:47;20.07.2019;Y;09;43 40.20853 N;005 38.87556 E;17.874;33.1;95.32;6676.9;21.625;-7.625;4.189;451.869;8.4;66679
$;00:39:15;06:36:49;20.07.2019;Y;09;43 40.20784 N;005 38.89105 E;22.023;40.7;92.35;6684.6;21.625;-7.625;12.856;451.0;8.4;66679
$;00:39:17;06:36:51;20.07.2019;Y;09;43 40.20898 N;005 38.90828 E;22.483;41.6;77.84;6692.8;21.750;-7.625;21.42;450.940;8.4;66679
$;00:39:19;06:36:53;20.07.2019;Y;09;43 40.21158 N;005 38.92473 E;21.499;39.8;78.14;6702.3;21.500;-7.375;4.189;450.279;8.4;66679
$;00:39:21;06:36:55;20.07.2019;Y;09;43 40.21193 N;005 38.94126 E;22.716;42.0;96.70;6713.0;21.500;-7.500;4.97;449.649;8.4;66679
$;00:39:23;06:36:57;20.07.2019;Y;09;43 40.20981 N;005 38.95914 E;24.128;44.6;103.89;6722.6;21.500;-7.625;3.960;448.630;8.4;66679
$;00:39:25;06:36:59;20.07.2019;Y;09;43 40.20710 N;005 38.97552 E;19.098;35.3;103.12;6733.0;21.625;-7.750;21.103;448.140;8.4;66679
$;00:39:27;06:37:01;20.07.2019;Y;09;43 40.20621 N;005 38.98755 E;13.723;25.4;91.37;6741.9;21.500;-7.875;9.956;447.820;8.4;66679
$;00:39:29;06:37:03;20.07.2019;Y;09;43 40.20706 N;005 38.99798 E;15.129;28.0;80.40;6750.9;21.625;-7.750;3.685;447.429;8.4;66679
$;00:39:31;06:37:05;20.07.2019;Y;09;43 40.20952 N;005 39.01046 E;18.560;34.3;73.66;6759.4;21.500;-7.750;3.815;446.940;8.4;66679
$;00:39:33;06:37:07;20.07.2019;Y;09;43 40.21329 N;005 39.02553 E;21.905;40.5;68.20;6767.0;21.500;-8.125;16.480;446.579;8.4;66679
$;00:39:35;06:37:09;20.07.2019;Y;08;43 40.21671 N;005 39.04129 E;20.679;38.2;77.43;6775.1;21.500;-7.750;3.746;446.149;8.4;66679
$;00:39:37;06:37:11;20.07.2019;Y;09;43 40.21758 N;005 39.05523 E;16.936;31.3;93.86;6782.8;21.375;-8.0;3.693;445.730;8.4;66679
$;00:39:39;06:37:13;20.07.2019;Y;09;43 40.21705 N;005 39.06889 E;19.103;35.3;90.33;6791.4;21.375;-8.375;3.578;445.149;8.4;66679
$;00:39:41;06:37:15;20.07.2019;Y;09;43 40.21895 N;005 39.08598 E;25.580;47.3;76.86;6800.9;21.375;-8.625;3.716;444.640;8.4;66679
$;00:39:43;06:37:17;20.07.2019;Y;09;43 40.22238 N;005 39.10548 E;25.768;47.7;77.53;6811.3;21.375;-8.875;3.990;443.820;8.4;66679
$;00:39:45;06:37:19;20.07.2019;Y;09;43 40.22439 N;005 39.12369 E;23.247;43.0;85.43;6820.7;21.250;-9.0;3.983;443.450;8.4;66679
$;00:39:47;06:37:21;20.07.2019;Y;09;43 40.22488 N;005 39.14186 E;24.185;44.7;89.07;6828.4;21.375;-9.0;3.967;443.10;8.4;66679
$;00:39:49;06:37:23;20.07.2019;Y;09;43 40.22528 N;005 39.15981 E;22.517;41.7;87.08;6835.0;21.250;-9.250;4.82;442.540;8.4;66679
$;00:39:51;06:37:25;20.07.2019;Y;09;43 40.22635 N;005 39.17444 E;16.833;31.1;81.57;6841.4;21.125;-9.375;15.579;441.790;8.4;66679
$;00:39:53;06:37:27;20.07.2019;Y;09;43 40.22872 N;005 39.18677 E;18.067;33.4;72.48;6848.8;21.125;-8.625;4.936;441.410;8.4;66679
$;00:39:55;06:37:29;20.07.2019;Y;09;43 40.23207 N;005 39.20340 E;26.078;48.2;76.15;6856.1;21.125;-8.875;4.402;441.239;8.4;66679
$;00:39:57;06:37:31;20.07.2019;Y;09;43 40.23561 N;005 39.22284 E;24.574;45.5;74.92;6863.8;21.250;-9.125;4.585;440.859;8.4;66679
$;00:39:59;06:37:33;20.07.2019;Y;09;43 40.24009 N;005 39.23743 E;17.875;33.1;59.73;6872.0;21.125;-9.250;4.456;440.440;8.4;66679
$;00:40:01;06:37:35;20.07.2019;Y;09;43 40.24524 N;005 39.24886 E;18.219;33.7;60.18;6879.6;21.250;-9.250;23.323;439.779;8.4;66679
$;00:40:03;06:37:37;20.07.2019;Y;09;43 40.25027 N;005 39.26329 E;23.177;42.9;67.34;6885.8;21.250;-8.625;4.730;439.470;8.4;66679
$;00:40:05;06:37:39;20.07.2019;Y;09;43 40.25500 N;005 39.28034 E;23.440;43.4;70.38;6892.5;21.125;-8.875;4.807;439.220;8.4;66679
$;00:40:07;06:37:41;20.07.2019;Y;09;43 40.25805 N;005 39.29513 E;17.381;32.1;78.51;6900.2;21.250;-9.125;4.631;438.809;8.4;66679
$;00:40:09;06:37:43;20.07.2019;Y;09;43 40.25939 N;005 39.30875 E;19.086;35.3;84.75;6909.8;21.0;-9.375;4.578;438.299;8.4;66679
$;00:40:11;06:37:45;20.07.2019;Y;09;43 40.26104 N;005 39.32554 E;23.976;44.4;79.99;6920.0;21.0;-9.500;4.807;437.559;8.4;66679
$;00:40:13;06:37:47;20.07.2019;Y;09;43 40.26335 N;005 39.34317 E;22.170;41.0;80.83;6929.4;21.0;-9.625;4.936;437.140;8.4;66679
$;00:40:15;06:37:49;20.07.2019;Y;09;43 40.26418 N;005 39.35790 E;17.488;32.3;90.65;6938.5;21.0;-9.750;4.784;436.600;8.4;66679
$;00:40:17;06:37:51;20.07.2019;Y;09;43 40.26428 N;005 39.37064 E;16.731;30.9;83.98;6948.5;21.0;-9.625;30.441;435.519;8.4;66679
$;00:40:19;06:37:53;20.07.2019;Y;09;43 40.26691 N;005 39.38388 E;19.001;35.1;68.19;6959.2;20.875;-9.0;5.180;435.269;8.4;66679
$;00:40:21;06:37:55;20.07.2019;Y;09;43 40.27207 N;005 39.39612 E;18.449;34.1;55.15;6968.9;20.875;-9.125;4.967;434.760;8.4;66679
$;00:40:23;06:37:57;20.07.2019;Y;09;43 40.27820 N;005 39.40873 E;21.662;40.1;57.96;6978.1;21.0;-9.500;4.868;434.329;8.4;66679
$;00:40:25;06:37:59;20.07.2019;Y;09;43 40.28441 N;005 39.42411 E;23.856;44.1;61.60;6987.8;20.875;-9.625;5.219;433.679;8.4;66679
$;00:40:27;06:38:01;20.07.2019;Y;09;43 40.29069 N;005 39.43938 E;22.358;41.4;57.41;6996.9;20.875;-9.500;4.959;433.220;8.4;66679
$;00:40:29;06:38:03;20.07.2019;Y;09;43 40.29724 N;005 39.45167 E;18.852;34.9;49.65;7005.3;20.875;-9.625;4.944;432.690;8.4;66679
$;00:40:31;06:38:05;20.07.2019;Y;09;43 40.30290 N;005 39.46161 E;15.684;29.0;60.45;7014.8;20.875;-9.500;4.890;432.70;8.4;66679
$;00:40:33;06:38:07;20.07.2019;Y;09;43 40.30515 N;005 39.47333 E;17.081;31.6;82.91;7023.7;20.750;-9.875;15.503;431.570;8.4;66679
$;00:40:35;06:38:09;20.07.2019;Y;09;43 40.30651 N;005 39.48861 E;22.526;41.7;78.75;7034.4;20.750;-9.750;11.299;431.140;8.4;66679
